Time_Index,solar_pv,rolling_avg,max_480_rolling
3083,0.17491875,0.05666781979166667,0.17491875
3084,0.20024225,0.056566292708333334,0.20024225
3085,0.20756,0.056440706770833335,0.20756
3086,0.195305,0.056274756249999995,0.195305
3087,0.17473675,0.0561078046875,0.17473675
3088,0.147422,0.055958075,0.147422
3089,0.101941,0.055819639062499996,0.101941
3090,0.05860675,0.0557009296875,0.05860675
3091,0.02354,0.055647909375,0.02354
3092,0.00434925,0.05564360677083333,0.00434925
3093,0.0,0.05564902239583334,0.0
3094,0.0,0.05564902239583334,0.0
3095,0.0,0.05564902239583334,0.0
3096,0.0,0.05564902239583334,0.0
3097,0.0,0.05564902239583334,0.0
3098,0.0,0.05564902239583334,0.0
3099,0.0,0.05564902239583334,0.0
3100,0.0,0.05564902239583334,0.0
3101,0.0,0.05564902239583334,0.0
3102,0.00054975,0.05564902239583334,0.00054975
3103,0.017073,0.05565099791666666,0.017073
3104,0.05550875,0.05565848489583333,0.05550875
3105,0.10543975,0.055650276562499996,0.10543975
3106,0.15166125,0.0556516765625,0.15166125
3107,0.183982,0.05567468854166667,0.183982
3108,0.20697075,0.05572253385416667,0.20697075
3109,0.215487,0.055774964583333336,0.215487
3110,0.214957,0.05584019531249999,0.214957
3111,0.1963495,0.05590678281250001,0.1963495
3112,0.162158,0.0559948234375,0.162158
3113,0.1153795,0.05607141822916666,0.1153795
3114,0.06620325,0.056134666666666666,0.06620325
3115,0.02635025,0.05616566666666667,0.02635025
3116,0.005,0.05618189791666666,0.005
3117,0.0,0.056189184375,0.0
3118,0.0,0.056189184375,0.0
3119,0.0,0.056189184375,0.0
3120,0.0,0.056189184375,0.0
3121,0.0,0.056189184375,0.0
3122,0.0,0.056189184375,0.0
3123,0.0,0.056189184375,0.0
3124,0.0,0.056189184375,0.0
3125,0.0,0.056189184375,0.0
3126,0.00040025,0.056189184375,0.00040025
3127,0.0109495,0.05619137083333333,0.0109495
3128,0.04170725,0.056193784375,0.04170725
3129,0.09566875,0.056187586458333334,0.09566875
3130,0.146136,0.056174788541666666,0.146136
3131,0.1839295,0.056149197916666664,0.1839295
3132,0.206391,0.056119185416666675,0.206391
3133,0.213893,0.056082696875,0.213893
3134,0.21225175,0.05605584947916666,0.21225175
3135,0.193182,0.056037738541666667,0.193182
3136,0.16160925,0.055994421875000006,0.16160925
3137,0.114136,0.055950925,0.114136
3138,0.06341625,0.05591730416666666,0.06341625
